Utterance,Emotion,Cause
"My wife has been out of the country for 2 months for school, and she was having a really bad day one day. I felt terrible that I couldn't help her.",__sad__,owe
My wife is out of the country for school. She was having a really bad day the other day and I couldn't really do anything to help.,__sad__,owe
"My husband is going through the process of quitting smoking and he also has drama going on with his parents that isn't his fault. There is nothing that I can do to make the situation better for him, so it makes me sad.",__sad__,owe
I had to get it off my chest that I have been cheating on my wife.,__ashamed__,owe
I went to a restaurant my wife really likes with some friends while she was at work.,__guilty__,owe
I screwed up plans for a date night with my wife. We ended up having to cancel and she was really mad about it.,__guilty__,owe
"There was a group project due and we had a meeting, but i missed it because it was my 21st birthday",__ashamed__,owe
I slacked off at the end of college semester and flunked the class I'm so much better then that I feel so regretful about not giving my all.,__ashamed__,owe
I cheated on a test at school. I really feel like I should come clean about it to my professor.,__guilty__,owe
"Last time I got really drunk, I told my girlfriend that I thought her best friend was really attractive. I felt so embarrassed the next day, but she forgave me because she knows I'd never do anything wrong.",__ashamed__,owe
I felt bad when I cheated on my partner,__guilty__,owe
One time my dog got run over by a car. He had been playing outside with my brother and his friends.,__devastated__,pet_loss
My friend was housesitting for me and left my front door open when she checked the mail. My cat got out and was hit by a car.,__furious__,pet_loss
"One time when I was letting my cat outside, it ran out into the streets and got ran over.",__sad__,pet_loss
"My cat hasn't been feeling well this past week, I think there might be something really wrong.",__afraid__,pet_loss
I've got a pet hamster that hasn't been doing well. I'm scared that he might not live much longer.,__afraid__,pet_loss
"My cat had to stay overnight at the vet recently. They had to keep her for x-rays, I was so worried.",__anxious__,pet_loss
My cat had to have surgery on her leg and I was so scared and worried for her.,__anxious__,pet_loss
"Years ago I found my beagle dead from kidney failure, he had not gone quietly.",__devastated__,pet_loss
My dog I had for five years just passed away. He was hit by a car last night.,__devastated__,pet_loss
I was so sad when I found out my pet horse died of cancer last week while I was over in vacation.,__devastated__,pet_loss
"Last month I came home from work and noticed my cat wasn't feeling well, so I rushed her to the vet. I had to put her down.",__devastated__,pet_loss
I found my cat dead on the side of the road. I was so hurt and distraught I couldn't even drive home.,__devastated__,pet_loss
"Late last summer, my dog went missing. I caleld everyone in the neighborhood to see if they had seen him. I spent hours looking for him and i checked all of the shelters for about a week. We eventually found his body. He had gotten trapped under a neighbor's house and could not get out.",__devastated__,pet_loss
I was devastated when my dog died.,__devastated__,pet_loss
My dog just passed away two nights ago. She was 12 years old.,__devastated__,pet_loss
My dog just died in my arms.,__devastated__,pet_loss
Our dog passed away after 8 years of having in the family.,__devastated__,pet_loss
i was heartbroken when my dog died last month. He was always by my side as long as i remember.,__devastated__,pet_loss
We have a doberman for over 8 years. He passed away last spring. It was a hard time for our family.,__devastated__,pet_loss
I was so heartbroken when my dog passed away last month. She was my childhood dog.,__devastated__,pet_loss
Our family dog passed and my mom was so wrecked it hurt her really deep.,__devastated__,pet_loss
I was heartbroken when my dog trevor passed away last month. I shut myself off from the outside world for days.,__devastated__,pet_loss
I felt really alone when my dog passed away last month. He was always by my side all the time.,__lonely__,pet_loss
I felt so alone after my dog trevor passed away. he was always by my side over these years.,__lonely__,pet_loss
I was sad when my dog died.,__sad__,pet_loss
"I found my cat the other day. She had been missing for 3 days. I found her on the side of the road, guts in the gutter.",__sad__,pet_loss
One morning my mother came to pick my daughter up for school and told me she saw my daughter's cat dead outside.,__sad__,pet_loss
"My dog, Riley had to be put to sleep due to congestive heart failure. It was one of the hardest things I had to do.",__sad__,pet_loss
My girlfriend had a 17 year old Chihuahua. He ran away from a friends farm and died after being struck by a car.,__sad__,pet_loss
Our dog is getting older and she's just at that point. She's blind and can't walk well. We might have to put her down soon.,__sad__,pet_loss
I found out that my childhood cat passed away yesterday.,__sad__,pet_loss
The little kitten I rescued last Friday passed away.,__sad__,pet_loss
When I moved into this apartment my next door neighbor had an old beagle. He was a lovely pooch. The poor dog had cancer and just before Thanksgiving he had to be put to sleep. I looked for that wee dog for weeks afterwards.,__sad__,pet_loss
My roommate's cat passed away last week. There is a heavy air over the household.,__sad__,pet_loss
My border collie had to be put down due to a neurological disorder that could not be treated.,__sad__,pet_loss
My pet has a tumor.,__sad__,pet_loss
I was sad when my dog died.,__sad__,pet_loss
My goldfish died.,__sad__,pet_loss
"I couldn't believe it when my dog died a few weeks ago. I honestly thought I was going to stay lonely forever. When my girlfriend asked me if I wanted to go look at dogs to cheer me up, I said no.",__sad__,pet_loss
"Our cat had to many health problems, so we had to put him down.",__sad__,pet_loss
I'm upset that my neighbor's dog is sick.,__sad__,pet_loss
My mom called me last week to let me know our childhood dog passed away.,__sad__,pet_loss
My sister's cat got sick and had to be put down last week. Feels bad. I'd known the cat for 14 years and was always her favourite person.,__sad__,pet_loss
My cat got cancer and had to be put to sleep.,__sad__,pet_loss
"Earlier this week, my cat Sam passed away. He was 17 years old. It's been odd not having him asleep at my feet while I work.",__sad__,pet_loss
"My dog, who had been with me for 13 years, died a few years ago. It was so difficult to wrap him in a blanket, and bury him. I was heartbroken.",__sad__,pet_loss
My 19 year old cat died recently. I was devastated. I still think about him a lot.,__sad__,pet_loss
My dog is really sick. I don't know if he's going to make it.,__sad__,pet_loss
My girlfriend's cat has cancer and we cannot afford the operation.,__sad__,pet_loss
I am upset that I have to tell my young daughter her hamster died today.,__sad__,pet_loss
"My rabbit died last year, I miss her to this day.",__sad__,pet_loss
"We had purchased and raised several chickens. One evening, I forgot to put them back in their coop. Something killed all of them.",__sad__,pet_loss
Memories of my dog always break my heart. She passed away last month.,__sad__,pet_loss
"I took my cat to the vet because he wasn't acting normal, and we found out he was going to have to be put down.",__sad__,pet_loss
My cat I have had for the last 14 years got sick and passed away last month. I lost a great friend.,__sad__,pet_loss
I was really sad when my dog died last year.,__sentimental__,pet_loss
"My dog died today. She had cancer and we weren't able to save her. My daughter is upset, and won't stop crying.",__sentimental__,pet_loss
I miss my dog who died last year.,__sentimental__,pet_loss
We just adopted a dog from the shelter and I think she is sick with Parvo. We are taking her to the vet tomorrow to see.,__sentimental__,pet_loss
"When I was a kid, my granpa bought me a dog. The dog was supposed to be a hunting dog, and he didn't want to keep it because I had made it into a pet. He ended up giving it away.",__devastated__,pet_loss
We are going on vacation next week and we can't bring our dog. I feel so bad that we have to board her in at a kennel. She's going to be so sad.,__guilty__,pet_loss
"My cat seems to like my new girlfriend more than me, he sleeps with her on her side of the bed now.",__jealous__,pet_loss
"I lost my dog in the divorce, everything else I lost were just things and money. But My dog was one of a kind.",__sad__,pet_loss
I had to take my beloved dog to the humane society when I had to move back in with my mother after my terrible breakup with my ex. SHe said I absolutely couldnt have her at her house.,__sentimental__,pet_loss
When I lost my dog of 12 years I was absolutely devastated.,__devastated__,pet_loss
"My dog is over at the vet for 4 days and it makes the house feel super lonly, I really am looking forward to my dog comming back.",__lonely__,pet_loss
I really miss my family dog back home I have not seen him in 2 years and really looking forward to seeing how much he has grown.,__nostalgic__,pet_loss
I miss my puppy. She passed away recently and it was really sudden and sad.,__sad__,pet_loss
My dog died about this time last year and I miss her.,__sentimental__,pet_loss
"Today when I went into my roommate's office to fix the internet, I noticed the collar of his old cat that passed away. I miss her.",__sentimental__,pet_loss
I left the front door unlocked this morning and our dog got out. I can't believe I would be so careless.,__disappointed__,pet_loss
Seeing a statue we made for a recently passed away pet made me really sad. It was such a fitting tribute to her life and the love we had for her.,__sentimental__,pet_loss
I went to the petstore with my dog and he had an accident in front of everyone. He had the saddest look on his face.,__ashamed__,pet_loss
It makes me really angry when the neighboors dog poops on my yard and she does not pick it up.,__angry__,societal_relationship
"I was woken - again - at 3:45am by my elephantine upstairs neighbor, who was apparently getting ready for work. I uttered a few choice words, I can tell you!",__angry__,societal_relationship
"I was stopped at a red light and a woman in a truck scraped all along the side of my car. She seemed high or something, so I don't know what was wrong with her.",__angry__,societal_relationship
One of my roommates left without cleaning his room and the school charged me and the other two roommates 100$,__angry__,societal_relationship
My upstairs neighbor moved out recently and left all her trash and furniture in our parking lot next to the garbage cans. No one has a place to park! I'm so mad.,__angry__,societal_relationship
I have not had any sleep for the past three days only to come back home and my neighbor is having a loud party.,__angry__,societal_relationship
My roommate would leave his dogs poop bags inside the house at times.,__angry__,societal_relationship
"I was needing to take my dogs out for a walk before leaving for work, but my neighbor was outside with her aggressive loud dog in my way.",__annoyed__,societal_relationship
i hate when people try to cut lane in traffic without putting their signal it really makes me angry.,__annoyed__,societal_relationship
Someone called my house last night at 2 in the morning and woke me up. It was a wrong number but they didn't believe me when I told them I didn't know a Bret.,__annoyed__,societal_relationship
"I hate when people dont flush the toilet on public bathrooms, they should have more manners.",__annoyed__,societal_relationship
One of my neighbors (next building and two floors up) insists on playing talk radio every morning with his door open. It's blaring out and driving me nuts!!,__annoyed__,societal_relationship
One time I was trying to study for a final but my neighbors were being really loud. I found it really hard to focus.,__annoyed__,societal_relationship
I was walking around my office and someone spilled coffee on me. It was a new dress shirt as well.,__annoyed__,societal_relationship
On my way home today there was someone in the fast lane going so slow in front of me.,__annoyed__,societal_relationship
I get so irritated when drivers drive slow in the fast lane this be the reason behind wrecks and traffic it is especially horrible here in Florida.,__annoyed__,societal_relationship
i am bothered by my neighbors loud power tools next door.,__annoyed__,societal_relationship
"My neighbor recently began renovations on his home. I don't mind it, except he starts hammering on stuff at 5 am on the weekends.",__annoyed__,societal_relationship
I hate going to walmart. People just walk right out in front of you and don't even say excuse me!,__annoyed__,societal_relationship
"I had a coworker at one job that just would NOT stop talking. She would hold you for 30 minutes, just chatting away about nothing.",__annoyed__,societal_relationship
I was driving and someone cut me off in traffic.,__annoyed__,societal_relationship
"I kept getting stuck behind a man on his phone in the grocery store yesterday. Somehow he managed to always be in the same aisle as me, and always take up all the space. He was really loud, too.",__annoyed__,societal_relationship
"I hate when people make me wait it really makes me anxious, I expect people to arrive at the time they said they would.",__anxious__,societal_relationship
My roommate wouldnt wash any dishes. The sink would be overflowing. He also wouldnt rinse the food off so it we constantly had flies/rotting food smells in the kitchen.,__disgusted__,societal_relationship
My roommate leaves leftovers in the refrigerator for a ridiculous amount of time.,__disgusted__,societal_relationship
"I got cut off in traffic the other day. There was noone behind me for a long way but no, they had to go right in front of me. Had to slam my breaks.",__furious__,societal_relationship
Someone was speeding on the road and I got into an accident with them. My car was totalled because of their carelessness.,__furious__,societal_relationship
I caught my neighbor letting his dog poop on my lawn.,__furious__,societal_relationship
End of semester one of my roommates left without cleaning out his share of the dorm room. Housing department fined me and the other two roommates 100$ each for his laziness.,__furious__,societal_relationship
"I'm moving into a new apartment soon and am really excited about it. But at the same time, I'm hoping and praying my neighbors will be nice and quiet. The current upstairs ones are not!",__apprehensive__,societal_relationship
I'm mad at my neighbor today.,__angry__,societal_relationship
I smashed my finger in the door the other day and I was so upset and mad!,__angry__,stress
"I was walking to the park, I was wearing flip flops, I tripped over a log and smashed my toe.",__angry__,stress
I crashed my car today into a lamppost.,__angry__,stress
I sliced my hand open trying to rip a beer can in two; I was at a park with some friends and I was scared I would pass out from blood loss.,__terrified__,stress
I was driving in the rain and my car hydroplaned! I closed my eyes and thank god I was the only car on the freeway!,__terrified__,stress
I've been having anxiety attacks.,__anxious__,stress
I've just been to see my orthopedic surgeon. He has suggested an operation to fix my hip. I'm worried about it as surgery is quite stressful.,__anxious__,stress
I am scared that I won't be able to get up tomorrow morning.,__afraid__,stress
"Going near hights really makes me scared, I cannot go on reoller coasters because I'm afraid of heights.",__afraid__,stress
I lost my car keys. I'm furious with myself.,__angry__,stress
"Not too long ago, I lost a watch one of my closest friends gave me for my birthday years ago. I was devastated!",__devastated__,stress
I was all alone in the house. I had all the lights off and was alone in my bed. It was storming outside and I couldn't fall asleep.,__afraid__,stress
Sometimes I feel scared for no reason.,__afraid__,stress
I was so anxious for my kid to graduate,__anxious__,stress
My girlfriend asked me to meet her parents next week. I am feeling all nervous and sweaty about it.,__anxious__,stress
I have a big date coming up and I can't get these butterfly feelings to go away.,__anxious__,stress
"I used to work a flooring job, one time we had to remove the floor where a man died, there was bodily fluids and it was gross.",__disgusted__,trauma
Several years ago one of my neighbors dogs attacked me and I had to go to the hospital to get stitches.,__terrified__,trauma
"One of the neighbors has a white husky dog. I was walking one day and it approached me and started growling, i thought it was going to bite me.",__afraid__,trauma
"I got into a car crash when i was younger. A person T-boned my car when they failed to yield. I can still remember the squealing tires, and the sound of glass breaking.",__terrified__,trauma
I got in a car accident and now I have anxiety attacks every time I drive.,__anxious__,trauma
"We were at a wedding a few weeks ago and everyone was having a great time. My 3 year old niece was dancing to the music while eating a carrot and started to choke on the carrot. It was one of the scariest moments ever. She is ok though, someone was able to help her",__terrified__,trauma
"When I went into labor with my youngest child, while I was at the hospital, the baby's heartbeat dropped and they told me that had to take me for an emergency C-Section. It was one of the scariest days of my life. She is a happy and healthy three year old now.",__terrified__,trauma
Once when I was a kid I got caught in a riptide with my sister. I was so scared! Fortunately I was a strong swimmer and was able to get us to shore.,__terrified__,trauma
"When I was younger, my dad got into a motorcycle accident and it made me not want to drive.",__apprehensive__,trauma
I lost a really important document at work. I'm afraid to tell my boss about it.,__embarrassed__,work_pressure
A coworker mad me very mad one day. She slammed a large order of work on my desk and basically demanded that I do it! She has no right to do that.,__angry__,work_pressure
"I was in charge of moving a whole bunch of stuff at work from one building to another, and one of my co-workers bailed on us.",__angry__,work_pressure
"When I applied for the job I have now, it took them almost a month to get back to me. I contacted them two or three times and they kept telling me they were working on it.",__anxious__,work_pressure
"There's a woman at work that will not listen when you try to explain a work task to her and will end up making many mistakes, which causes the rest of us more work. It's very frustrating and aggravating!",__annoyed__,work_pressure
"My boss has been a pain lately, he dosen't understand how long it takes to get certain tasks done. I am at my whitts end, thinking about quitting.",__annoyed__,work_pressure
There are problems with our system at work and no one will take responsibility or fix it.,__annoyed__,work_pressure
My boss made me work overtime yesterday and I didn't even get paid for it!,__annoyed__,work_pressure
A co-worker of mine was late with work materials. I hope I can get the project done in time,__annoyed__,work_pressure
A co-worker of mine was late delivering materials for a project. I wish he'd care more,__annoyed__,work_pressure
I have this one co worker who is so lazy and it just makes me so irritate because I have to do extra work.,__annoyed__,work_pressure
"Our marketing manager at work recently added a ton of new tasks to my workload that weren't part of my job when I was brought on. I'm a little irritated, like she's passing her work off on me.",__annoyed__,work_pressure
A co-worker I work with on a project has been late. It's been very irritating trying to get things done,__annoyed__,work_pressure
"I have been working on a big proposal for weeks. Tomorrow, I have to give the presentation to the client and in-front of my team.",__anxious__,work_pressure
"I put in to get a promotion at work, and I should know something either way by tomorrow.",__anxious__,work_pressure
I am frightened that i will lose my job.,__afraid__,work_pressure
A co-worker mentioned that we were going to have a lot of work coming up. I hope it isn't too bad.,__apprehensive__,work_pressure
My friend and coworker hasnt been showing up to work. I try sticking up for him but its getting hard with him coming in once or twice a week.,__disappointed__,work_pressure
